 -1.000, 0.3557, 0.01101, 0.00432,-0.1028,0.7250,0.4541,-0.7864, 0.0000, 0.0000, 0.0000, 0.5397
 -0.500, 0.4025, 0.01038, 0.00438,-0.1006,0.7027,0.6702,-0.8258, 0.0000, 0.0000, 0.0000, 0.4993
  0.000, 0.4480, 0.01010, 0.00451,-0.0970,0.6802,0.8563,-0.8651, 0.0000, 0.0000, 0.0000, 0.4648
  0.500, 0.5266, 0.01028, 0.00459,-0.1006,0.6576,0.9659,-0.9259, 0.0000, 0.0000, 0.0000, 0.4384
  1.000, 0.6226, 0.01051, 0.00461,-0.1091,0.6346,1.0000,-0.9980, 0.0000, 0.0000, 0.0000, 0.4218
  1.500, 0.6677, 0.01077, 0.00468,-0.1071,0.6161,1.0000,-1.0431, 0.0000, 0.0000, 0.0000, 0.4064
  2.000, 0.7146, 0.01110, 0.00477,-0.1054,0.5979,1.0000,-1.0912, 0.0000, 0.0000, 0.0000, 0.3927
  2.500, 0.7610, 0.01139, 0.00501,-0.1035,0.5820,1.0000,-1.1413, 0.0000, 0.0000, 0.0000, 0.3807
  3.000, 0.8111, 0.01185, 0.00523,-0.1024,0.5659,1.0000,-1.1978, 0.0000, 0.0000, 0.0000, 0.3703
  3.500, 0.8588, 0.01213, 0.00553,-0.1008,0.5521,1.0000,-1.2553, 0.0000, 0.0000, 0.0000, 0.3609
  4.000, 0.9108, 0.01265, 0.00588,-0.1001,0.5368,1.0000,-1.3209, 0.0000, 0.0000, 0.0000, 0.3528
  4.500, 0.9588, 0.01295, 0.00625,-0.0986,0.5239,1.0000,-1.3892, 0.0000, 0.0000, 0.0000, 0.3451
  5.000, 1.0105, 0.01347, 0.00662,-0.0979,0.5094,1.0000,-1.4690, 0.0000, 0.0000, 0.0000, 0.3385
  5.500, 1.0585, 0.01385, 0.00707,-0.0965,0.4959,1.0000,-1.5589, 0.0000, 0.0000, 0.0000, 0.3321
  6.000, 1.1090, 0.01438, 0.00751,-0.0956,0.4808,1.0000,-1.6737, 0.0000, 0.0000, 0.0000, 0.3265
  6.500, 1.1552, 0.01477, 0.00801,-0.0939,0.4663,1.0000,-1.8076, 0.0000, 0.0000, 0.0000, 0.3209
  7.000, 1.2040, 0.01535, 0.00848,-0.0927,0.4498,1.0000,-1.9642, 0.0000, 0.0000, 0.0000, 0.3159
  7.500, 1.2458, 0.01568, 0.00894,-0.0902,0.4333,1.0000,-2.1289, 0.0000, 0.0000, 0.0000, 0.3106
  8.000, 1.2883, 0.01621, 0.00950,-0.0879,0.4154,1.0000,-2.3090, 0.0000, 0.0000, 0.0000, 0.3057
  8.500, 1.3274, 0.01678, 0.01000,-0.0850,0.3955,1.0000,-2.4997, 0.0000, 0.0000, 0.0000, 0.3008
  9.000, 1.3615, 0.01728, 0.01063,-0.0813,0.3752,1.0000,-2.6843, 0.0000, 0.0000, 0.0000, 0.2957
  9.500, 1.3899, 0.01800, 0.01138,-0.0767,0.3535,1.0000,-2.8726, 0.0000, 0.0000, 0.0000, 0.2904
 10.000, 1.4156, 0.01897, 0.01238,-0.0720,0.3297,1.0000,-3.0718, 0.0000, 0.0000, 0.0000, 0.2852
 10.500, 1.4380, 0.02023, 0.01363,-0.0672,0.3036,1.0000,-3.2659, 0.0000, 0.0000, 0.0000, 0.2803
 11.000, 1.4566, 0.02188, 0.01524,-0.0624,0.2758,1.0000,-3.4528, 0.0000, 0.0000, 0.0000, 0.2755
 11.500, 1.4683, 0.02412, 0.01739,-0.0574,0.2456,1.0000,-3.6231, 0.0000, 0.0000, 0.0000, 0.2708
 12.000, 1.4769, 0.02687, 0.02008,-0.0528,0.2152,1.0000,-3.7850, 0.0000, 0.0000, 0.0000, 0.2665
 12.500, 1.4815, 0.03025, 0.02342,-0.0486,0.1859,1.0000,-3.9421, 0.0000, 0.0000, 0.0000, 0.2625
 13.000, 1.4780, 0.03459, 0.02772,-0.0446,0.1599,1.0000,-4.0887, 0.0000, 0.0000, 0.0000, 0.2589
 13.500, 1.4701, 0.03979, 0.03288,-0.0414,0.1376,1.0000,-4.2165, 0.0000, 0.0000, 0.0000, 0.2558
 14.000, 1.4623, 0.04545, 0.03854,-0.0390,0.1193,1.0000,-4.3406, 0.0000, 0.0000, 0.0000, 0.2532
 14.500, 1.4551, 0.05151, 0.04465,-0.0375,0.1050,1.0000,-4.4636, 0.0000, 0.0000, 0.0000, 0.2512
 15.000, 1.4503, 0.05765, 0.05090,-0.0365,0.0938,1.0000,-4.5908, 0.0000, 0.0000, 0.0000, 0.2495
 15.500, 1.4384, 0.06470, 0.05801,-0.0359,0.0852,1.0000,-4.6870, 0.0000, 0.0000, 0.0000, 0.2481
 16.000, 1.4343, 0.07120, 0.06465,-0.0358,0.0779,1.0000,-4.8108, 0.0000, 0.0000, 0.0000, 0.2470
 16.500, 1.4241, 0.07835, 0.07183,-0.0357,0.0716,1.0000,-4.9043, 0.0000, 0.0000, 0.0000, 0.2459
 17.000, 1.4234, 0.08474, 0.07846,-0.0363,0.0667,1.0000,-5.0341, 0.0000, 0.0000, 0.0000, 0.2452
 17.500, 1.4176, 0.09167, 0.08545,-0.0371,0.0620,1.0000,-5.1436, 0.0000, 0.0000, 0.0000, 0.2446
 18.000, 1.4156, 0.09788, 0.09178,-0.0374,0.0576,1.0000,-5.2603, 0.0000, 0.0000, 0.0000, 0.2437
 18.500, 1.4136, 0.10477, 0.09888,-0.0390,0.0541,1.0000,-5.3768, 0.0000, 0.0000, 0.0000, 0.2437
 19.000, 1.4115, 0.11160, 0.10583,-0.0407,0.0509,1.0000,-5.4938, 0.0000, 0.0000, 0.0000, 0.2437
 19.500, 1.4148, 0.11656, 0.11079,-0.0407,0.0471,1.0000,-5.6216, 0.0000, 0.0000, 0.0000, 0.2424
 20.000, 1.4105, 0.12411, 0.11863,-0.0435,0.0456,1.0000,-5.7392, 0.0000, 0.0000, 0.0000, 0.2431
 20.500, 1.4045, 0.13181, 0.12661,-0.0464,0.0436,1.0000,-5.8399, 0.0000, 0.0000, 0.0000, 0.2441
 21.000, 1.3995, 0.13946, 0.13447,-0.0497,0.0416,1.0000,-5.9423, 0.0000, 0.0000, 0.0000, 0.2452
 21.500, 1.3940, 0.14734, 0.14252,-0.0535,0.0399,1.0000,-6.0379, 0.0000, 0.0000, 0.0000, 0.2467
 22.000, 1.3886, 0.15517, 0.15049,-0.0574,0.0383,1.0000,-6.1260, 0.0000, 0.0000, 0.0000, 0.2484
 22.500, 1.3669, 0.16581, 0.16143,-0.0629,0.0366,1.0000,-6.0632, 0.0000, 0.0000, 0.0000, 0.2517
 23.000, 1.3240, 0.18296, 0.17900,-0.0737,0.0361,1.0000,-5.8072, 0.0000, 0.0000, 0.0000, 0.2603


