  2.500, 0.9352, 0.01391, 0.00720,-0.1412,0.5498,1.0000,-1.4563, 0.0000, 0.0000, 0.0000, 0.3939
  3.000, 0.9892, 0.01440, 0.00748,-0.1411,0.5406,1.0000,-1.5094, 0.0000, 0.0000, 0.0000, 0.3847
  3.500, 1.0400, 0.01495, 0.00796,-0.1405,0.5324,1.0000,-1.5628, 0.0000, 0.0000, 0.0000, 0.3764
  4.000, 1.0871, 0.01536, 0.00834,-0.1390,0.5236,1.0000,-1.6154, 0.0000, 0.0000, 0.0000, 0.3684
  4.500, 1.1380, 0.01583, 0.00874,-0.1384,0.5155,1.0000,-1.6713, 0.0000, 0.0000, 0.0000, 0.3613
  5.000, 1.1946, 0.01661, 0.00938,-0.1390,0.5068,1.0000,-1.7354, 0.0000, 0.0000, 0.0000, 0.3554
  5.500, 1.2361, 0.01706, 0.00991,-0.1367,0.4993,1.0000,-1.7886, 0.0000, 0.0000, 0.0000, 0.3487
  6.000, 1.2829, 0.01758, 0.01043,-0.1354,0.4915,1.0000,-1.8490, 0.0000, 0.0000, 0.0000, 0.3429
  6.500, 1.3346, 0.01817, 0.01094,-0.1350,0.4832,1.0000,-1.9162, 0.0000, 0.0000, 0.0000, 0.3377
  7.000, 1.3810, 0.01898, 0.01179,-0.1339,0.4753,1.0000,-1.9807, 0.0000, 0.0000, 0.0000, 0.3327
  7.500, 1.4184, 0.01958, 0.01249,-0.1310,0.4675,1.0000,-2.0409, 0.0000, 0.0000, 0.0000, 0.3273
  8.000, 1.4601, 0.02010, 0.01300,-0.1288,0.4591,1.0000,-2.1099, 0.0000, 0.0000, 0.0000, 0.3223
  8.500, 1.5175, 0.02108, 0.01392,-0.1299,0.4499,1.0000,-2.1966, 0.0000, 0.0000, 0.0000, 0.3188
  9.000, 1.5356, 0.02176, 0.01481,-0.1236,0.4428,1.0000,-2.2514, 0.0000, 0.0000, 0.0000, 0.3128
  9.500, 1.5672, 0.02248, 0.01559,-0.1200,0.4341,1.0000,-2.3273, 0.0000, 0.0000, 0.0000, 0.3080
 10.000, 1.6144, 0.02317, 0.01620,-0.1192,0.4248,1.0000,-2.4353, 0.0000, 0.0000, 0.0000, 0.3043
 10.500, 1.6334, 0.02436, 0.01761,-0.1139,0.4164,1.0000,-2.5296, 0.0000, 0.0000, 0.0000, 0.2993
 11.000, 1.6538, 0.02541, 0.01878,-0.1091,0.4067,1.0000,-2.6405, 0.0000, 0.0000, 0.0000, 0.2945
 11.500, 1.6947, 0.02615, 0.01943,-0.1075,0.3960,1.0000,-2.7979, 0.0000, 0.0000, 0.0000, 0.2910
 12.000, 1.6980, 0.02801, 0.02155,-0.1010,0.3864,1.0000,-2.8980, 0.0000, 0.0000, 0.0000, 0.2860
 12.500, 1.7137, 0.02955, 0.02316,-0.0966,0.3750,1.0000,-3.0260, 0.0000, 0.0000, 0.0000, 0.2817
 13.000, 1.7307, 0.03144, 0.02513,-0.0927,0.3633,1.0000,-3.1688, 0.0000, 0.0000, 0.0000, 0.2778
 13.500, 1.7343, 0.03414, 0.02800,-0.0880,0.3509,1.0000,-3.2852, 0.0000, 0.0000, 0.0000, 0.2738
 14.000, 1.7480, 0.03659, 0.03046,-0.0845,0.3380,1.0000,-3.4239, 0.0000, 0.0000, 0.0000, 0.2703
 14.500, 1.7458, 0.04045, 0.03450,-0.0805,0.3245,1.0000,-3.5320, 0.0000, 0.0000, 0.0000, 0.2668
 15.000, 1.7501, 0.04419, 0.03829,-0.0774,0.3107,1.0000,-3.6666, 0.0000, 0.0000, 0.0000, 0.2637
 15.500, 1.7460, 0.04898, 0.04316,-0.0745,0.2954,1.0000,-3.7804, 0.0000, 0.0000, 0.0000, 0.2608
 16.000, 1.7381, 0.05456, 0.04892,-0.0720,0.2805,1.0000,-3.8827, 0.0000, 0.0000, 0.0000, 0.2583
 16.500, 1.7318, 0.06000, 0.05432,-0.0698,0.2647,1.0000,-3.9897, 0.0000, 0.0000, 0.0000, 0.2558
 17.000, 1.7141, 0.06729, 0.06176,-0.0683,0.2482,1.0000,-4.0628, 0.0000, 0.0000, 0.0000, 0.2540
 17.500, 1.6961, 0.07483, 0.06941,-0.0672,0.2316,1.0000,-4.1325, 0.0000, 0.0000, 0.0000, 0.2524
 18.000, 1.6771, 0.08260, 0.07719,-0.0665,0.2147,1.0000,-4.1970, 0.0000, 0.0000, 0.0000, 0.2510
 18.500, 1.6558, 0.09071, 0.08526,-0.0661,0.1974,1.0000,-4.2518, 0.0000, 0.0000, 0.0000, 0.2500
 19.000, 1.6336, 0.09943, 0.09409,-0.0666,0.1813,1.0000,-4.3094, 0.0000, 0.0000, 0.0000, 0.2494
 19.500, 1.6131, 0.10803, 0.10276,-0.0674,0.1655,1.0000,-4.3702, 0.0000, 0.0000, 0.0000, 0.2490
 20.000, 1.5942, 0.11646, 0.11120,-0.0687,0.1501,1.0000,-4.4327, 0.0000, 0.0000, 0.0000, 0.2489
 20.500, 1.5772, 0.12466, 0.11935,-0.0702,0.1354,1.0000,-4.4978, 0.0000, 0.0000, 0.0000, 0.2490
 21.000, 1.5598, 0.13306, 0.12777,-0.0724,0.1221,1.0000,-4.5559, 0.0000, 0.0000, 0.0000, 0.2494
 21.500, 1.5488, 0.14075, 0.13556,-0.0747,0.1107,1.0000,-4.6317, 0.0000, 0.0000, 0.0000, 0.2498
 22.000, 1.5416, 0.14781, 0.14258,-0.0771,0.1004,1.0000,-4.7184, 0.0000, 0.0000, 0.0000, 0.2502
 22.500, 1.5340, 0.15522, 0.15006,-0.0801,0.0919,1.0000,-4.7991, 0.0000, 0.0000, 0.0000, 0.2509
 23.000, 1.5332, 0.16138, 0.15625,-0.0827,0.0841,1.0000,-4.9026, 0.0000, 0.0000, 0.0000, 0.2511
 23.500, 1.5299, 0.16823, 0.16319,-0.0861,0.0777,1.0000,-4.9932, 0.0000, 0.0000, 0.0000, 0.2518
 24.000, 1.5332, 0.17360, 0.16853,-0.0888,0.0712,1.0000,-5.1089, 0.0000, 0.0000, 0.0000, 0.2519
 24.500, 1.5303, 0.18060, 0.17575,-0.0927,0.0665,1.0000,-5.1926, 0.0000, 0.0000, 0.0000, 0.2530
 25.000, 1.5301, 0.18685, 0.18198,-0.0965,0.0616,1.0000,-5.2907, 0.0000, 0.0000, 0.0000, 0.2538


